ItemName	Image	PublicPageURL	ImageURL	HTMLFileName	LocalHTMLPath
MC Supersized NY - X-Ray Black & Gold	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/X-Ray%20Mc%20Supersized%20NY%20-%20Black%20%26%20Gold%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/x-ray-mc-supersized-ny-black-gold-763.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/X-Ray%20Mc%20Supersized%20NY%20-%20Black%20%26%20Gold%20-%20DESIGNER%20TOY.jpeg	x-ray-mc-supersized-ny-black-gold-763.html	D:\github\ron-english-toys\items\x-ray-mc-supersized-ny-black-gold-763.html
MC Supersized Silver Glitter (LGND8 Exclusive)	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/MC%20Supersized%20Silver%20Glitter%20(LGND8%20Exclusive)%20-%20DESIGNER%20TOY-2.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mc-supersized-silver-glitter-lgnd8-exclusive-891.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/MC%20Supersized%20Silver%20Glitter%20(LGND8%20Exclusive)%20-%20DESIGNER%20TOY-2.jpeg	mc-supersized-silver-glitter-lgnd8-exclusive-891.html	D:\github\ron-english-toys\items\mc-supersized-silver-glitter-lgnd8-exclusive-891.html
MC Supersized Sketch	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/MC%20Supersized%20Sketch%20-%20Original%20Art%20-%20Trampt%20item%20702.jpg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mc-supersized-sketch-702.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/MC%20Supersized%20Sketch%20-%20Original%20Art%20-%20Trampt%20item%20702.jpg	mc-supersized-sketch-702.html	D:\github\ron-english-toys\items\mc-supersized-sketch-702.html
MC Supersized Skull - Groovy	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/4%20Groovy%20Mc%20Supersized%20(Skull)%20-%20DESIGNER%20TOY-2.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/4-groovy-mc-supersized-skull-164.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/4%20Groovy%20Mc%20Supersized%20(Skull)%20-%20DESIGNER%20TOY-2.jpeg	4-groovy-mc-supersized-skull-164.html	D:\github\ron-english-toys\items\4-groovy-mc-supersized-skull-164.html
Mc Supersized Skull - White	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/Mc%20Supersized%20Skull%20White%20-%20DESIGNER%20TOY-2.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mc-supersized-skull-white-986.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/Mc%20Supersized%20Skull%20White%20-%20DESIGNER%20TOY-2.jpeg	mc-supersized-skull-white-986.html	D:\github\ron-english-toys\items\mc-supersized-skull-white-986.html
Mc Supersized Skull - Yellow	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/Mc%20Supersized%20Skull%20Yellow%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mc-supersized-skull-yellow-610.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/Mc%20Supersized%20Skull%20Yellow%20-%20DESIGNER%20TOY.jpeg	mc-supersized-skull-yellow-610.html	D:\github\ron-english-toys\items\mc-supersized-skull-yellow-610.html
MC Supersized XRay - Black	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/MC%20Supersized%20XRay%20-%20Black%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mc-supersized-xray-black-948.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/MC%20Supersized%20XRay%20-%20Black%20-%20DESIGNER%20TOY.jpeg	mc-supersized-xray-black-948.html	D:\github\ron-english-toys\items\mc-supersized-xray-black-948.html
MC Supersized XRay - Burgers	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/MC%20Supersized%20XRay%20-%20Burgers.webp",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mc-supersized-xray-burgers-157.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/MC%20Supersized%20XRay%20-%20Burgers.webp	mc-supersized-xray-burgers-157.html	D:\github\ron-english-toys\items\mc-supersized-xray-burgers-157.html
MC Supersized XRay - Burgers (Devil)	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/MC%20Supersized%20XRay%20-%20Burgers%20(Devil)%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mc-supersized-xray-burgers-devil-1042.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/MC%20Supersized%20XRay%20-%20Burgers%20(Devil)%20-%20DESIGNER%20TOY.jpeg	mc-supersized-xray-burgers-devil-1042.html	D:\github\ron-english-toys\items\mc-supersized-xray-burgers-devil-1042.html
MC Supersized XRay - Clear Orange	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/MC%20Supersized%20XRay%20-%20Clear%20Orange%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mc-supersized-xray-clear-orange-389.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/MC%20Supersized%20XRay%20-%20Clear%20Orange%20-%20DESIGNER%20TOY.jpeg	mc-supersized-xray-clear-orange-389.html	D:\github\ron-english-toys\items\mc-supersized-xray-clear-orange-389.html
MC Supersized XRay - Halloween Orange	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/MC%20Supersized%20XRay%20-%20Halloween%20Orange%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mc-supersized-xray-halloween-orange-112.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/MC%20Supersized%20XRay%20-%20Halloween%20Orange%20-%20DESIGNER%20TOY.jpeg	mc-supersized-xray-halloween-orange-112.html	D:\github\ron-english-toys\items\mc-supersized-xray-halloween-orange-112.html
MC Supersized X-Ray - Hamburger White	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/MC%20Supersized%20X-Ray%20-%20Humberger%20White%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mc-supersized-x-ray-humberger-white-596.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/MC%20Supersized%20X-Ray%20-%20Humberger%20White%20-%20DESIGNER%20TOY.jpeg	mc-supersized-x-ray-humberger-white-596.html	D:\github\ron-english-toys\items\mc-supersized-x-ray-humberger-white-596.html
MC Supersized -X-Ray 1st Edition	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/X-Ray%20MC%20Supersized%20-%201st%20Edition%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/x-ray-mc-supersized-1st-edition-259.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/X-Ray%20MC%20Supersized%20-%201st%20Edition%20-%20DESIGNER%20TOY.jpeg	x-ray-mc-supersized-1st-edition-259.html	D:\github\ron-english-toys\items\x-ray-mc-supersized-1st-edition-259.html
MC Supersized -X-Ray 5th Edition Vol.1	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/X-Ray%20Mc%20Supersized%20-%205th%20Edition%20Vol.1%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/x-ray-mc-supersized-5th-edition-vol-1-1077.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/X-Ray%20Mc%20Supersized%20-%205th%20Edition%20Vol.1%20-%20DESIGNER%20TOY.jpeg	x-ray-mc-supersized-5th-edition-vol-1-1077.html	D:\github\ron-english-toys\items\x-ray-mc-supersized-5th-edition-vol-1-1077.html
MC Supersized -X-Ray 5th Edition Vol.2	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/X-Ray%20Mc%20Supersized%20-%205th%20Edition%20Vol.2%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/x-ray-mc-supersized-5th-edition-vol-2-155.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/X-Ray%20Mc%20Supersized%20-%205th%20Edition%20Vol.2%20-%20DESIGNER%20TOY.jpeg	x-ray-mc-supersized-5th-edition-vol-2-155.html	D:\github\ron-english-toys\items\x-ray-mc-supersized-5th-edition-vol-2-155.html
MC X-Ray - Tiger Blood	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/Tiger%20Blood%20Mc%20X-Ray%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/tiger-blood-mc-x-ray-77.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/Tiger%20Blood%20Mc%20X-Ray%20-%20DESIGNER%20TOY.jpeg	tiger-blood-mc-x-ray-77.html	D:\github\ron-english-toys\items\tiger-blood-mc-x-ray-77.html
MC X-Ray - Turquoise	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/Turquoise%20XRay%20MC%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/turquoise-xray-mc-528.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/Turquoise%20XRay%20MC%20-%20DESIGNER%20TOY.jpeg	turquoise-xray-mc-528.html	D:\github\ron-english-toys\items\turquoise-xray-mc-528.html
MC X-Ray Mega GID	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/X-Ray%20MC%20Mega%20GID%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/x-ray-mc-mega-gid-1045.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/X-Ray%20MC%20Mega%20GID%20-%20DESIGNER%20TOY.jpeg	x-ray-mc-mega-gid-1045.html	D:\github\ron-english-toys\items\x-ray-mc-mega-gid-1045.html
McGrin Orion	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McGrin%20Orion%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mcgrin-orion-2.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McGrin%20Orion%20-%20DESIGNER%20TOY.jpeg	mcgrin-orion-2.html	D:\github\ron-english-toys\items\mcgrin-orion-2.html
McJoker	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McJoker%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mcjoker-758.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McJoker%20-%20DESIGNER%20TOY.jpeg	mcjoker-758.html	D:\github\ron-english-toys\items\mcjoker-758.html
McSuper Sized Black Light Magic Yellow	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSuper%20Sized%20Black%20Light%20Magic%20Yellow%20-%20DESIGNER%20TOY-3.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mcsuper-sized-black-light-magic-yellow-416.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSuper%20Sized%20Black%20Light%20Magic%20Yellow%20-%20DESIGNER%20TOY-3.jpeg	mcsuper-sized-black-light-magic-yellow-416.html	D:\github\ron-english-toys\items\mcsuper-sized-black-light-magic-yellow-416.html
McSupersized	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%2048.jpg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mcsupersized.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%2048.jpg	mcsupersized.html	D:\github\ron-english-toys\items\mcsupersized.html
McSupersized	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%2048.jpg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mcsupersized-48.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%2048.jpg	mcsupersized-48.html	D:\github\ron-english-toys\items\mcsupersized-48.html
McSupersized - Bronze	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20-%20Bronze%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mcsupersized-bronze-862.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20-%20Bronze%20-%20DESIGNER%20TOY.jpeg	mcsupersized-bronze-862.html	D:\github\ron-english-toys\items\mcsupersized-bronze-862.html
McSupersized - Chrome	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20Chrome%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mcsupersized-chrome-935.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20Chrome%20-%20DESIGNER%20TOY.jpeg	mcsupersized-chrome-935.html	D:\github\ron-english-toys\items\mcsupersized-chrome-935.html
McSupersized - Clear Gold Glitter	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20-%20Clear%20Gold%20Glitter%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mcsupersized-clear-gold-glitter-299.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20-%20Clear%20Gold%20Glitter%20-%20DESIGNER%20TOY.jpeg	mcsupersized-clear-gold-glitter-299.html	D:\github\ron-english-toys\items\mcsupersized-clear-gold-glitter-299.html
McSupersized - Copper	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20-%20Copper%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mcsupersized-copper-448.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20-%20Copper%20-%20DESIGNER%20TOY.jpeg	mcsupersized-copper-448.html	D:\github\ron-english-toys\items\mcsupersized-copper-448.html
McSupersized - Green GID	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20-%20Green%20GID%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mcsupersized-green-gid-545.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20-%20Green%20GID%20-%20DESIGNER%20TOY.jpeg	mcsupersized-green-gid-545.html	D:\github\ron-english-toys\items\mcsupersized-green-gid-545.html
McSupersized - Green GID	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20-%20Green%20GID%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mcsupersized-green-gid-607.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20-%20Green%20GID%20-%20DESIGNER%20TOY.jpeg	mcsupersized-green-gid-607.html	D:\github\ron-english-toys\items\mcsupersized-green-gid-607.html
McSupersized - Grey	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20-%20Grey%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mcsupersized-grey-18.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20-%20Grey%20-%20DESIGNER%20TOY.jpeg	mcsupersized-grey-18.html	D:\github\ron-english-toys\items\mcsupersized-grey-18.html
McSupersized - J Balvin X Ron English (ComplexCon '17)	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/J%20Balvin%20Ron%20English%20McSupersized%20(ComplexCon%20'17)%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/j-balvin-ron-english-mcsupersized-complexcon-17-4.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/J%20Balvin%20Ron%20English%20McSupersized%20(ComplexCon%20'17)%20-%20DESIGNER%20TOY.jpeg	j-balvin-ron-english-mcsupersized-complexcon-17-4.html	D:\github\ron-english-toys\items\j-balvin-ron-english-mcsupersized-complexcon-17-4.html
MCSUPERSIZED - New Year's Double Pack - Gold Glitter (Toy Tokyo Exclusive)	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/MCSUPERSIZED%20New%20Year's%20Double%20Pack%20-%20Gold%20Glitter%20(%20Toy%20Tokyo%20Exclusive%20)%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mcsupersized-new-year-s-double-pack-gold-glitter-toy-tokyo-exclusive-427.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/MCSUPERSIZED%20New%20Year's%20Double%20Pack%20-%20Gold%20Glitter%20(%20Toy%20Tokyo%20Exclusive%20)%20-%20DESIGNER%20TOY.jpeg	mcsupersized-new-year-s-double-pack-gold-glitter-toy-tokyo-exclusive-427.html	D:\github\ron-english-toys\items\mcsupersized-new-year-s-double-pack-gold-glitter-toy-tokyo-exclusive-427.html
MCSUPERSIZED - New Year's Double Pack - Silver Glitter (Toy Tokyo Exclusive)	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/MCSUPERSIZED%20New%20Year's%20Double%20Pack%20-%20Silver%20Glitter%20(%20Toy%20Tokyo%20Exclusive%20)%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mcsupersized-new-year-s-double-pack-silver-glitter-toy-tokyo-exclusive-978.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/MCSUPERSIZED%20New%20Year's%20Double%20Pack%20-%20Silver%20Glitter%20(%20Toy%20Tokyo%20Exclusive%20)%20-%20DESIGNER%20TOY.jpeg	mcsupersized-new-year-s-double-pack-silver-glitter-toy-tokyo-exclusive-978.html	D:\github\ron-english-toys\items\mcsupersized-new-year-s-double-pack-silver-glitter-toy-tokyo-exclusive-978.html
McSupersized - Pink GID	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20-%20Pink%20GID%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mcsupersized-pink-gid-701.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20-%20Pink%20GID%20-%20DESIGNER%20TOY.jpeg	mcsupersized-pink-gid-701.html	D:\github\ron-english-toys\items\mcsupersized-pink-gid-701.html
McSupersized - Red GID	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20Red%20GID%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mcsupersized-red-gid-146.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20Red%20GID%20-%20DESIGNER%20TOY.jpeg	mcsupersized-red-gid-146.html	D:\github\ron-english-toys\items\mcsupersized-red-gid-146.html
McSupersized - SSF	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20SSF%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mcsupersized-ssf-861.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20SSF%20-%20DESIGNER%20TOY.jpeg	mcsupersized-ssf-861.html	D:\github\ron-english-toys\items\mcsupersized-ssf-861.html
McSupersized - White GID	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20White%20GID%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mcsupersized-white-gid-354.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20White%20GID%20-%20DESIGNER%20TOY.jpeg	mcsupersized-white-gid-354.html	D:\github\ron-english-toys\items\mcsupersized-white-gid-354.html
McSupersized - X-Ray - SSF	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20-%20X-Ray%20-%20SSF%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mcsupersized-x-ray-ssf-907.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20-%20X-Ray%20-%20SSF%20-%20DESIGNER%20TOY.jpeg	mcsupersized-x-ray-ssf-907.html	D:\github\ron-english-toys\items\mcsupersized-x-ray-ssf-907.html
McSupersized - X-Ray - SSF (Secret - Blood Splattered)	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20-%20X-Ray%20-%20SSF%20(%20Secret%20-%20Blood%20Splattered%20)%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mcsupersized-x-ray-ssf-secret-blood-splattered-218.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20-%20X-Ray%20-%20SSF%20(%20Secret%20-%20Blood%20Splattered%20)%20-%20DESIGNER%20TOY.jpeg	mcsupersized-x-ray-ssf-secret-blood-splattered-218.html	D:\github\ron-english-toys\items\mcsupersized-x-ray-ssf-secret-blood-splattered-218.html
McSupersized - X-Ray Hamburger	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20X-Ray%20Hamburger%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mcsupersized-x-ray-hamburger-346.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20X-Ray%20Hamburger%20-%20DESIGNER%20TOY.jpeg	mcsupersized-x-ray-hamburger-346.html	D:\github\ron-english-toys\items\mcsupersized-x-ray-hamburger-346.html
McSupersized - X-Ray Joker	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20-%20X-Ray%20Joker%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mcsupersized-x-ray-joker-159.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20-%20X-Ray%20Joker%20-%20DESIGNER%20TOY.jpeg	mcsupersized-x-ray-joker-159.html	D:\github\ron-english-toys\items\mcsupersized-x-ray-joker-159.html
McSupersized - X-Ray/OG	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20X-RayOG%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mcsupersized-x-ray-og-542.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20X-RayOG%20-%20DESIGNER%20TOY.jpeg	mcsupersized-x-ray-og-542.html	D:\github\ron-english-toys\items\mcsupersized-x-ray-og-542.html
McSupersized - Yellow GID	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20-%20Yellow%20GID%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mcsupersized-yellow-gid-812.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20-%20Yellow%20GID%20-%20DESIGNER%20TOY.jpeg	mcsupersized-yellow-gid-812.html	D:\github\ron-english-toys\items\mcsupersized-yellow-gid-812.html
McSupersized OG	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20OG%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mcsupersized-og-61.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McSupersized%20OG%20-%20DESIGNER%20TOY.jpeg	mcsupersized-og-61.html	D:\github\ron-english-toys\items\mcsupersized-og-61.html
McTripping	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McTripping%20-%20ART%20PRINT.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/mctripping-977.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/McTripping%20-%20ART%20PRINT.jpeg	mctripping-977.html	D:\github\ron-english-toys\items\mctripping-977.html
Meaty Mousezilla (Peeled Off)	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/Meaty%20Mousezilla%20(Peeled%20Off)%20-%20DESIGNER%20TOY-2.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/meaty-mousezilla-peeled-off-262.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/Meaty%20Mousezilla%20(Peeled%20Off)%20-%20DESIGNER%20TOY-2.jpeg	meaty-mousezilla-peeled-off-262.html	D:\github\ron-english-toys\items\meaty-mousezilla-peeled-off-262.html
Megaman Grin (SDCC '19)	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/Megaman%20Grin%20(SDCC%20'19)%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/megaman-grin-sdcc-19-13.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/Megaman%20Grin%20(SDCC%20'19)%20-%20DESIGNER%20TOY.jpeg	megaman-grin-sdcc-19-13.html	D:\github\ron-english-toys\items\megaman-grin-sdcc-19-13.html
Melty Ronnnie Rabbbit - Blue	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/Blue%20Melty%20Ronnnie%20Rabbbit%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/blue-melty-ronnnie-rabbbit-19.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/Blue%20Melty%20Ronnnie%20Rabbbit%20-%20DESIGNER%20TOY.jpeg	blue-melty-ronnnie-rabbbit-19.html	D:\github\ron-english-toys\items\blue-melty-ronnnie-rabbbit-19.html
Melty Ronnnie Rabbbit - Glitter Blue	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/Glitter%20Blue%20Melty%20Ronnnie%20Rabbbit%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/glitter-blue-melty-ronnnie-rabbbit-20.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/Glitter%20Blue%20Melty%20Ronnnie%20Rabbbit%20-%20DESIGNER%20TOY.jpeg	glitter-blue-melty-ronnnie-rabbbit-20.html	D:\github\ron-english-toys\items\glitter-blue-melty-ronnnie-rabbbit-20.html
Menace Hulk (SDCC '19)	=IMAGE("https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/Menace%20Hulk%20(SDCC%20'19)%20-%20DESIGNER%20TOY.jpeg",4,160,160)	https://ronenglish-archive.github.io/ron-english-toys/items/menace-hulk-sdcc-19-426.html	https://ronenglish-archive.github.io/ron-english-toys/images/Trampt/Menace%20Hulk%20(SDCC%20'19)%20-%20DESIGNER%20TOY.jpeg	menace-hulk-sdcc-19-426.html	D:\github\ron-english-toys\items\menace-hulk-sdcc-19-426.html
