"PageTitle","HtmlTitle","LocalPagePath","PageType","SectionGuess","HeroImage","MetadataRowCount","HasAncillaryDocumentation","AncillaryCardCount","HasSelectedOnlineDocumentation","HasSelectedOnlineCirculation","HasDocumentationGrid","ExternalLinkCount_AllHttp","ExternalDocumentationLinkCount_ExcludingRonEnglishArchive","DocumentationURLs","ContainsTramptPublicLink","ContainsVisibleOneToOne","ContainsRatioOneToOne","ContainsMoneyDecimals","ContainsMoneyNoCommas_Possible","ContainsPublicIdentifierRows","ContainsWorkingCatalogueNote","NeedsReview","ReviewReason"
"MC Supersized - Yellow","MC Supersized - Yellow - Ron English Catalogue Raisonne","items\mc-supersized-yellow-623.html","Individual item page","Custom Toys","../images/Trampt/MC%20Supersized%20-%20Yellow%20-%20DESIGNER%20TOY.jpeg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MC Supersized - Yellow","MC Supersized - Yellow - Ron English Catalogue Raisonne","items\mc-supersized-yellow-97.html","Individual item page","Custom Toys","../images/Trampt/MC%20Supersized%20-%20Yellow%20-%20DESIGNER%20TOY.jpeg","6","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MC Supersized ""China""","MC Supersized ""China"" - Ron English Catalogue Raisonne","items\mc-supersized-china-587.html","Individual item page","Custom Toys","../images/Trampt/MC Supersized China - DESIGNER TOY-2.jpeg","9","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Mc Supersized (ANDSUNS Exclusive)","Mc Supersized (ANDSUNS Exclusive) - Ron English Catalogue Raisonne","items\mc-supersized-andsuns-exclusive-941.html","Individual item page","Custom Toys","../images/Trampt/Mc%20Supersized%20(ANDSUNS%20Exclusive)%20-%20DESIGNER%20TOY.jpeg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MC Supersized Action Figure","MC Supersized Action Figure - Ron English Catalogue Raisonne","items\mc-supersized-647.html","Individual item page","Custom Toys","../images/Trampt/MC%20Supersized%20-%20DESIGNER%20TOY.jpeg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Mc Supersized Camo","Mc Supersized Camo - Ron English Catalogue Raisonne","items\mc-supersized-camo-940.html","Individual item page","Custom Toys","../images/Trampt/Mc%20Supersized%20Camo%20-%20Custom%20Toy%20-%20Trampt%20item%20940.jpg","4","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MC Supersized Camo - Bangkok","MC Supersized Camo - Bangkok - Ron English Catalogue Raisonne","items\mc-supersized-camo-bangkok-456.html","Individual item page","Custom Toys","../images/Trampt/MC%20Supersized%20Camo%20-%20Bangkok%20-%20DESIGNER%20TOY.jpeg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MC Supersized Camo - Jakarta","MC Supersized Camo - Jakarta - Ron English Catalogue Raisonne","items\mc-supersized-camo-jakarta-424.html","Individual item page","Custom Toys","../images/Trampt/MC%20Supersized%20Camo%20-%20Jakarta%20-%20DESIGNER%20TOY.jpeg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MC Supersized Camo - Manila","MC Supersized Camo - Manila - Ron English Catalogue Raisonne","items\mc-supersized-camo-manila-301.html","Individual item page","Custom Toys","../images/Trampt/MC Supersized Camo - Manila - DESIGNER TOY-2.jpeg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MC Supersized Camo - Seoul","MC Supersized Camo - Seoul - Ron English Catalogue Raisonne","items\mc-supersized-camo-seoul-408.html","Individual item page","Custom Toys","../images/Trampt/MC Supersized Camo - Seoul - DESIGNER TOY-3.jpeg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MC Supersized Camo - Shanghai","MC Supersized Camo - Shanghai - Ron English Catalogue Raisonne","items\mc-supersized-camo-shanghai-251.html","Individual item page","Custom Toys","../images/Trampt/MC%20Supersized%20Camo%20-%20Shanghai%20-%20DESIGNER%20TOY.jpeg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Mc Supersized Dissect (Purple Variant)","Mc Supersized Dissect (Purple Variant) - Ron English Toys and Sculptural Editions","items\mc-supersized-dissect-purple-variant-884.html","Individual item page","Custom Toys","../images/Trampt/Mc%20Supersized%20Dissect%20(Purple%20Variant)%20-%20ART%20PRINT.jpeg","0","False","0","False","False","False","1","1","https://www.trampt.com/item/mc-supersized-dissect-purple-variant-ron-english-giclee-art-print-jKSbkVzi9EBaaT","True","False","False","False","False","False","True","True","No Ancillary Documentation section; No Selected Online Documentation section; Has external documentation/source links to review; Contains Trampt link; Contains Working catalogue note"
"Mc Supersized Full - Mono","Mc Supersized Full - Mono - Ron English Catalogue Raisonne","items\mc-supersized-full-mono-1039.html","Individual item page","Custom Toys","../images/Trampt/Mc Supersized Full - Mono.webp","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Mc Supersized Full - Navy","Mc Supersized Full - Navy - Ron English Catalogue Raisonne","items\mc-supersized-full-navy-570.html","Individual item page","Custom Toys","../images/Trampt/Mc%20Supersized%20Full%20-%20Navy%20-%20DESIGNER%20TOY.jpeg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Mc Supersized Full - Pink","Mc Supersized Full - Pink - Ron English Catalogue Raisonne","items\mc-supersized-full-pink-1002.html","Individual item page","Custom Toys","../images/Trampt/Mc%20Supersized%20Full%20-%20Pink%20-%20DESIGNER%20TOY.jpeg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Mc Supersized Full - Vintage","Mc Supersized Full - Vintage - Ron English Catalogue Raisonne","items\mc-supersized-full-vintage-135.html","Individual item page","Custom Toys","../images/Trampt/Mc%20Supersized%20Full%20-%20Vintage%20-%20DESIGNER%20TOY.jpeg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MC Supersized -Gold Glitter (SDCC : 2017)","MC Supersized -Gold Glitter (SDCC : 2017) - Ron English Catalogue Raisonne","items\gold-glitter-mc-supersized-sdcc-2017-54.html","Individual item page","Custom Toys","../images/Trampt/Gold%20Glitter%20MC%20Supersized%20(SDCC%202017)%20-%20DESIGNER%20TOY.jpeg","6","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MC Supersized Grin - GID","MC Supersized Grin - GID - Ron English Catalogue Raisonne","items\mc-supersized-grin-gid-grin-788.html","Individual item page","Custom Toys","../images/Trampt/MC%20Supersized%20Grin%20-%20GID%20Grin%20-%20DESIGNER%20TOY.jpeg","9","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MC Supersized Grin - Gold","MC Supersized Grin - Gold - Ron English Catalogue Raisonne","items\mc-supersized-grin-gold-grin-571.html","Individual item page","Custom Toys","../images/Trampt/MC%20Supersized%20Grin%20-%20Gold%20Grin%20-%20DESIGNER%20TOY.jpeg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MC Supersized Grin - Green Glitter","MC Supersized Grin - Green Glitter - Ron English Catalogue Raisonne","items\green-glitter-mc-supersized-grin-904.html","Individual item page","Custom Toys","../images/Trampt/Green%20Glitter%20Mc%20Supersized%20Grin%20-%20DESIGNER%20TOY.jpeg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MC Supersized Grin - Neon","MC Supersized Grin - Neon - Ron English Catalogue Raisonne","items\neon-mc-supersized-grin-403.html","Individual item page","Custom Toys","../images/Trampt/Neon Mc Supersized Grin - DESIGNER TOY-2.jpeg","6","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MC Supersized Grin - Original","MC Supersized Grin - Original - Ron English Catalogue Raisonne","items\mc-supersized-grin-original-grin-1006.html","Individual item page","Custom Toys","../images/Trampt/MC Supersized Grin - Original Grin.webp","9","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MC Supersized Grin - Platinum","MC Supersized Grin - Platinum - Ron English Catalogue Raisonne","items\mc-supersized-grin-platinum-grin-731.html","Individual item page","Custom Toys","../images/Trampt/MC%20Supersized%20Grin%20-%20Platinum%20Grin%20-%20DESIGNER%20TOY.jpeg","9","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MC Supersized Grin - Red Glitter","MC Supersized Grin - Red Glitter - Ron English Catalogue Raisonne","items\red-glitter-mc-supersized-grin-540.html","Individual item page","Custom Toys","../images/Trampt/Red%20Glitter%20Mc%20Supersized%20Grin%20-%20DESIGNER%20TOY.jpeg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Mc Supersized LA - Black & Gold","Mc Supersized LA - Black & Gold - Ron English Catalogue Raisonne","items\mc-supersized-la-black-gold-518.html","Individual item page","Custom Toys","../images/Trampt/Mc Supersized LA - Black & Gold - DESIGNER TOY-2.jpeg","5","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MC Supersized NY - X-Ray Black & Gold","MC Supersized NY - X-Ray Black & Gold - Ron English Catalogue Raisonne","items\x-ray-mc-supersized-ny-black-gold-763.html","Individual item page","Custom Toys","../images/Trampt/X-Ray%20Mc%20Supersized%20NY%20-%20Black%20%26%20Gold%20-%20DESIGNER%20TOY.jpeg","5","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MC Supersized Silver Glitter (LGND8 Exclusive)","MC Supersized Silver Glitter (LGND8 Exclusive) - Ron English Catalogue Raisonne","items\mc-supersized-silver-glitter-lgnd8-exclusive-891.html","Individual item page","Custom Toys","../images/Trampt/MC Supersized Silver Glitter (LGND8 Exclusive) - DESIGNER TOY-2.jpeg","6","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MC Supersized Sketch","MC Supersized Sketch - Ron English Toys and Sculptural Editions","items\mc-supersized-sketch-702.html","Individual item page","Custom Toys","../images/Trampt/MC%20Supersized%20Sketch%20-%20Original%20Art%20-%20Trampt%20item%20702.jpg","0","False","0","False","False","False","1","1","https://www.trampt.com/item/mc-supersized-sketch-ron-english-ink-KSX2i71GHGAZbU","True","False","False","False","False","False","True","True","No Ancillary Documentation section; No Selected Online Documentation section; Has external documentation/source links to review; Contains Trampt link; Contains Working catalogue note"
"MC Supersized Skull - Groovy","MC Supersized Skull - Groovy - Ron English Toys","items\4-groovy-mc-supersized-skull-164.html","Individual item page","Custom Toys","../images/Trampt/4 Groovy Mc Supersized (Skull) - DESIGNER TOY-2.jpeg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Mc Supersized Skull - White","Mc Supersized Skull - White - Ron English Catalogue Raisonne","items\mc-supersized-skull-white-986.html","Individual item page","Custom Toys","../images/Trampt/Mc Supersized Skull White - DESIGNER TOY-2.jpeg","6","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Mc Supersized Skull - Yellow","Mc Supersized Skull - Yellow - Ron English Catalogue Raisonne","items\mc-supersized-skull-yellow-610.html","Individual item page","Custom Toys","../images/Trampt/Mc%20Supersized%20Skull%20Yellow%20-%20DESIGNER%20TOY.jpeg","6","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MC Supersized XRay - Black","MC Supersized XRay - Black - Ron English Catalogue Raisonne","items\mc-supersized-xray-black-948.html","Individual item page","Custom Toys","../images/Trampt/MC%20Supersized%20XRay%20-%20Black%20-%20DESIGNER%20TOY.jpeg","6","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MC Supersized XRay - Burgers","MC Supersized XRay - Burgers - Ron English Catalogue Raisonne","items\mc-supersized-xray-burgers-157.html","Individual item page","Custom Toys","../images/Trampt/MC Supersized XRay - Burgers.webp","6","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MC Supersized XRay - Burgers (Devil)","MC Supersized XRay - Burgers (Devil) - Ron English Catalogue Raisonne","items\mc-supersized-xray-burgers-devil-1042.html","Individual item page","Custom Toys","../images/Trampt/MC%20Supersized%20XRay%20-%20Burgers%20(Devil)%20-%20DESIGNER%20TOY.jpeg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MC Supersized XRay - Clear Orange","MC Supersized XRay - Clear Orange - Ron English Catalogue Raisonne","items\mc-supersized-xray-clear-orange-389.html","Individual item page","Custom Toys","../images/Trampt/MC%20Supersized%20XRay%20-%20Clear%20Orange%20-%20DESIGNER%20TOY.jpeg","6","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MC Supersized XRay - Halloween Orange","MC Supersized XRay - Halloween Orange - Ron English Catalogue Raisonne","items\mc-supersized-xray-halloween-orange-112.html","Individual item page","Custom Toys","../images/Trampt/MC%20Supersized%20XRay%20-%20Halloween%20Orange%20-%20DESIGNER%20TOY.jpeg","6","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MC Supersized X-Ray - Hamburger White","MC Supersized X-Ray - Hamburger White - Ron English Catalogue Raisonne","items\mc-supersized-x-ray-humberger-white-596.html","Individual item page","Custom Toys","../images/Trampt/MC%20Supersized%20X-Ray%20-%20Humberger%20White%20-%20DESIGNER%20TOY.jpeg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MC Supersized -X-Ray 1st Edition","MC Supersized -X-Ray 1st Edition - Ron English Catalogue Raisonne","items\x-ray-mc-supersized-1st-edition-259.html","Individual item page","Custom Toys","../images/Trampt/X-Ray%20MC%20Supersized%20-%201st%20Edition%20-%20DESIGNER%20TOY.jpeg","9","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MC Supersized -X-Ray 5th Edition Vol.1","MC Supersized -X-Ray 5th Edition Vol.1 - Ron English Catalogue Raisonne","items\x-ray-mc-supersized-5th-edition-vol-1-1077.html","Individual item page","Custom Toys","../images/Trampt/X-Ray%20Mc%20Supersized%20-%205th%20Edition%20Vol.1%20-%20DESIGNER%20TOY.jpeg","6","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MC Supersized -X-Ray 5th Edition Vol.2","MC Supersized -X-Ray 5th Edition Vol.2 - Ron English Catalogue Raisonne","items\x-ray-mc-supersized-5th-edition-vol-2-155.html","Individual item page","Custom Toys","../images/Trampt/X-Ray%20Mc%20Supersized%20-%205th%20Edition%20Vol.2%20-%20DESIGNER%20TOY.jpeg","6","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MC X-Ray - Tiger Blood","MC X-Ray - Tiger Blood - Ron English Catalogue Raisonne","items\tiger-blood-mc-x-ray-77.html","Individual item page","Custom Toys","../images/Trampt/Tiger%20Blood%20Mc%20X-Ray%20-%20DESIGNER%20TOY.jpeg","9","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MC X-Ray - Turquoise","MC X-Ray - Turquoise - Ron English Catalogue Raisonne","items\turquoise-xray-mc-528.html","Individual item page","Custom Toys","../images/Trampt/Turquoise%20XRay%20MC%20-%20DESIGNER%20TOY.jpeg","9","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MC X-Ray Mega GID","MC X-Ray Mega GID - Ron English Catalogue Raisonne","items\x-ray-mc-mega-gid-1045.html","Individual item page","Custom Toys","../images/Trampt/X-Ray%20MC%20Mega%20GID%20-%20DESIGNER%20TOY.jpeg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"McGrin Orion","McGrin Orion - Ron English Catalogue Raisonne","items\mcgrin-orion-2.html","Individual item page","Custom Toys","../images/Trampt/McGrin%20Orion%20-%20DESIGNER%20TOY.jpeg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"McJoker","McJoker - Ron English Catalogue Raisonne","items\mcjoker-758.html","Individual item page","Custom Toys","../images/Trampt/McJoker%20-%20DESIGNER%20TOY.jpeg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"McSuper Sized Black Light Magic Yellow","McSuper Sized Black Light Magic Yellow - Ron English Catalogue Raisonne","items\mcsuper-sized-black-light-magic-yellow-416.html","Individual item page","Custom Toys","../images/Trampt/McSuper Sized Black Light Magic Yellow - DESIGNER TOY-3.jpeg","5","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"McSupersized","McSupersized - Ron English Catalogue Raisonné","items\mcsupersized-48.html","Individual item page","Custom Toys","../images/Trampt/McSupersized 48.jpg","6","True","1","False","False","True","2","1","https://www.artsy.net/artwork/ron-english-mcsupersized-2","False","False","False","False","False","False","False","True","No Selected Online Documentation section; Has external documentation/source links to review"
"McSupersized - Bronze","McSupersized - Bronze - Ron English Catalogue Raisonne","items\mcsupersized-bronze-862.html","Individual item page","Custom Toys","../images/Trampt/McSupersized%20-%20Bronze%20-%20DESIGNER%20TOY.jpeg","5","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"McSupersized - Chrome","McSupersized - Chrome - Ron English Catalogue Raisonne","items\mcsupersized-chrome-935.html","Individual item page","Custom Toys","../images/Trampt/McSupersized%20Chrome%20-%20DESIGNER%20TOY.jpeg","6","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"McSupersized - Clear Gold Glitter","McSupersized - Clear Gold Glitter - Ron English Catalogue Raisonne","items\mcsupersized-clear-gold-glitter-299.html","Individual item page","Custom Toys","../images/Trampt/McSupersized%20-%20Clear%20Gold%20Glitter%20-%20DESIGNER%20TOY.jpeg","6","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"McSupersized - Copper","McSupersized - Copper - Ron English Catalogue Raisonne","items\mcsupersized-copper-448.html","Individual item page","Custom Toys","../images/Trampt/McSupersized%20-%20Copper%20-%20DESIGNER%20TOY.jpeg","6","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"McSupersized - Green GID","McSupersized - Green GID - Ron English Catalogue Raisonne","items\mcsupersized-green-gid-545.html","Individual item page","Custom Toys","../images/Trampt/McSupersized%20-%20Green%20GID%20-%20DESIGNER%20TOY.jpeg","6","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"McSupersized - Green GID","McSupersized - Green GID - Ron English Catalogue Raisonne","items\mcsupersized-green-gid-607.html","Individual item page","Custom Toys","../images/Trampt/McSupersized%20-%20Green%20GID%20-%20DESIGNER%20TOY.jpeg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"McSupersized - Grey","McSupersized - Grey - Ron English Catalogue Raisonne","items\mcsupersized-grey-18.html","Individual item page","Custom Toys","../images/Trampt/McSupersized%20-%20Grey%20-%20DESIGNER%20TOY.jpeg","6","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"McSupersized - J Balvin X Ron English (ComplexCon '17)","McSupersized - J Balvin X Ron English (ComplexCon '17) - Ron English Catalogue Raisonne","items\j-balvin-ron-english-mcsupersized-complexcon-17-4.html","Individual item page","Custom Toys","../images/Trampt/J%20Balvin%20Ron%20English%20McSupersized%20(ComplexCon%20&#39;17)%20-%20DESIGNER%20TOY.jpeg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MCSUPERSIZED - New Year's Double Pack - Gold Glitter (Toy Tokyo Exclusive)","MCSUPERSIZED - New Year's Double Pack - Gold Glitter (Toy Tokyo Exclusive) - Ron English Catalogue Raisonne","items\mcsupersized-new-year-s-double-pack-gold-glitter-toy-tokyo-exclusive-427.html","Individual item page","Custom Toys","../images/Trampt/MCSUPERSIZED%20New%20Year&#39;s%20Double%20Pack%20-%20Gold%20Glitter%20(%20Toy%20Tokyo%20Exclusive%20)%20-%20DESIGNER%20TOY.jpeg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MCSUPERSIZED - New Year's Double Pack - Silver Glitter (Toy Tokyo Exclusive)","MCSUPERSIZED - New Year's Double Pack - Silver Glitter (Toy Tokyo Exclusive) - Ron English Catalogue Raisonne","items\mcsupersized-new-year-s-double-pack-silver-glitter-toy-tokyo-exclusive-978.html","Individual item page","Custom Toys","../images/Trampt/MCSUPERSIZED%20New%20Year&#39;s%20Double%20Pack%20-%20Silver%20Glitter%20(%20Toy%20Tokyo%20Exclusive%20)%20-%20DESIGNER%20TOY.jpeg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"McSupersized - Pink GID","McSupersized - Pink GID - Ron English Catalogue Raisonne","items\mcsupersized-pink-gid-701.html","Individual item page","Custom Toys","../images/Trampt/McSupersized%20-%20Pink%20GID%20-%20DESIGNER%20TOY.jpeg","6","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"McSupersized - Red GID","McSupersized - Red GID - Ron English Catalogue Raisonne","items\mcsupersized-red-gid-146.html","Individual item page","Custom Toys","../images/Trampt/McSupersized%20Red%20GID%20-%20DESIGNER%20TOY.jpeg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"McSupersized - SSF","McSupersized - SSF - Ron English Catalogue Raisonne","items\mcsupersized-ssf-861.html","Individual item page","Custom Toys","../images/Trampt/McSupersized%20SSF%20-%20DESIGNER%20TOY.jpeg","6","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"McSupersized - White GID","McSupersized - White GID - Ron English Catalogue Raisonne","items\mcsupersized-white-gid-354.html","Individual item page","Custom Toys","../images/Trampt/McSupersized%20White%20GID%20-%20DESIGNER%20TOY.jpeg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"McSupersized - X-Ray - SSF","McSupersized - X-Ray - SSF - Ron English Catalogue Raisonne","items\mcsupersized-x-ray-ssf-907.html","Individual item page","Custom Toys","../images/Trampt/McSupersized%20-%20X-Ray%20-%20SSF%20-%20DESIGNER%20TOY.jpeg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"McSupersized - X-Ray - SSF (Secret - Blood Splattered)","McSupersized - X-Ray - SSF (Secret - Blood Splattered) - Ron English Catalogue Raisonne","items\mcsupersized-x-ray-ssf-secret-blood-splattered-218.html","Individual item page","Custom Toys","../images/Trampt/McSupersized%20-%20X-Ray%20-%20SSF%20(%20Secret%20-%20Blood%20Splattered%20)%20-%20DESIGNER%20TOY.jpeg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"McSupersized - X-Ray Hamburger","McSupersized - X-Ray Hamburger - Ron English Catalogue Raisonne","items\mcsupersized-x-ray-hamburger-346.html","Individual item page","Custom Toys","../images/Trampt/McSupersized%20X-Ray%20Hamburger%20-%20DESIGNER%20TOY.jpeg","6","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"McSupersized - X-Ray Joker","McSupersized - X-Ray Joker - Ron English Catalogue Raisonne","items\mcsupersized-x-ray-joker-159.html","Individual item page","Custom Toys","../images/Trampt/McSupersized%20-%20X-Ray%20Joker%20-%20DESIGNER%20TOY.jpeg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"McSupersized - X-Ray/OG","McSupersized - X-Ray/OG - Ron English Catalogue Raisonne","items\mcsupersized-x-ray-og-542.html","Individual item page","Custom Toys","../images/Trampt/McSupersized%20X-RayOG%20-%20DESIGNER%20TOY.jpeg","6","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"McSupersized - Yellow GID","McSupersized - Yellow GID - Ron English Catalogue Raisonne","items\mcsupersized-yellow-gid-812.html","Individual item page","Custom Toys","../images/Trampt/McSupersized%20-%20Yellow%20GID%20-%20DESIGNER%20TOY.jpeg","6","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"McSupersized OG","McSupersized OG - Ron English Catalogue Raisonne","items\mcsupersized-og-61.html","Individual item page","Custom Toys","../images/Trampt/McSupersized%20OG%20-%20DESIGNER%20TOY.jpeg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"McTripping","McTripping - Ron English Toys and Sculptural Editions","items\mctripping-977.html","Individual item page","Custom Toys","../images/Trampt/McTripping%20-%20ART%20PRINT.jpeg","0","False","0","False","False","False","1","1","https://www.trampt.com/item/mctripping-ron-english-giclee-art-print-mj3zQZrXmvEbp6","True","False","False","False","False","False","True","True","No Ancillary Documentation section; No Selected Online Documentation section; Has external documentation/source links to review; Contains Trampt link; Contains Working catalogue note"
"Meaty Mousezilla (Peeled Off)","Meaty Mousezilla (Peeled Off) - Ron English Catalogue Raisonne","items\meaty-mousezilla-peeled-off-262.html","Individual item page","Custom Toys","../images/Trampt/Meaty Mousezilla (Peeled Off) - DESIGNER TOY-2.jpeg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Megaman Grin (SDCC '19)","Megaman Grin (SDCC '19) - Ron English Catalogue Raisonne","items\megaman-grin-sdcc-19-13.html","Individual item page","Custom Toys","../images/Trampt/Megaman%20Grin%20(SDCC%20&#39;19)%20-%20DESIGNER%20TOY.jpeg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
